번호,시간,회사명,종목코드,공시제목,제출인
421,2010-08-16 07:25,수성이노베이션,84180,횡령ㆍ배임혐의발생,수성이노베이션
420,2010-08-12 16:08,삼보모터스,53700,대표이사변경,삼보모터스
419,2010-08-09 15:03,제이콤,60750,대표이사변경,제이콤
418,2010-08-06 16:12,트레이스,52290,소송등의판결ㆍ결정(자율공시:일정금액미만의청구),트레이스
417,2010-08-04 17:38,다휘,55250,[정정]횡령ㆍ배임혐의발생,다휘
416,2010-08-03 17:26,위노바,39790,소송등의판결ㆍ결정(일정금액 이상의 청구),위노바
415,2010-08-03 14:26,엔터미디어,68420,소송등의판결ㆍ결정,엔터미디어
414,2010-07-30 14:55,보광티에스,66690,대표이사변경,보광티에스
413,2010-07-29 17:30,미래나노텍,95500,소송등의제기ㆍ신청(일정금액 이상의 청구),미래나노텍
412,2010-07-28 14:07,에피밸리,68630,소송등의판결ㆍ결정,에피밸리
411,2010-07-26 17:00,케이씨피드,25880,소송등의판결ㆍ결정,케이씨피드
410,2010-07-26 16:43,성우테크론,45300,대표이사변경,성우테크론
409,2010-07-26 07:16,엑큐리스,48460,대표이사변경,엑큐리스
408,2010-07-22 16:49,평산,89480,벌금등의부과,평산
407,2010-07-22 10:54,하이드로젠파워,70080,[정정]대표이사변경,삼보오토
406,2010-07-21 16:01,평안물산,37240,소송등의판결ㆍ결정,평안물산
405,2010-07-20 15:42,SFA반도체,36540,대표이사변경,에스에프에이반도체
404,2010-07-20 15:23,엑큐리스,48460,소송등의판결ㆍ결정,엑큐리스
403,2010-07-20 10:12,폴리플러스,65610,소송등의판결ㆍ결정,폴리플러스
402,2010-07-19 17:36,하이드로젠파워,70080,대표이사변경[정],삼보오토
401,2010-07-19 14:47,CMG제약,58820,소송등의제기,CMG제약
400,2010-07-16 18:00,하이드로젠파워,70080,대표이사변경,삼보오토
399,2010-07-16 18:00,제이티,89790,대표이사변경,제이티
398,2010-07-16 13:48,솔고바이오,43100,대표이사변경,솔고바이오메디칼
397,2010-07-16 08:44,썬코어,51170,소송등의판결ㆍ결정,썬코어
396,2010-07-16 07:00,썬코어,51170,소송등의제기,썬코어
395,2010-07-15 07:14,쎄라텍,41550,대표이사변경,쎄라텍
394,2010-07-13 17:44,케이에스알,66340,[정정]대표이사변경,케이에스리소스
393,2010-07-13 16:44,에스에이티,60540,대표이사변경,에스에이티
392,2010-07-13 16:06,케이에스알,66340,대표이사변경[정],케이에스리소스
391,2010-07-13 07:10,지노시스템,33850,대표이사변경,지노시스템
390,2010-07-13 07:06,다휘,55250,횡령ㆍ배임혐의발생[정],다휘
389,2010-07-09 17:22,세동,53060,소송등의판결ㆍ결정(자율공시:일정금액미만의청구),세동
388,2010-07-09 17:18,다휘,55250,소송등의판결ㆍ결정(일정금액 이상의 청구),다휘
387,2010-07-09 16:37,에스텍,69510,횡령ㆍ배임 혐의 진행사항,에스텍
386,2010-07-08 17:36,릭스솔루션,29480,대표이사변경,릭스솔루션
385,2010-07-07 17:31,바텍,43150,대표이사변경,바텍
384,2010-07-07 14:26,아이스테이션,56010,대표이사변경,아이스테이션
383,2010-07-07 09:21,엑큐리스,48460,[정정]소송등의판결ㆍ결정,엑큐리스
382,2010-07-06 18:01,엔터미디어,68420,대표이사변경,엔터미디어
381,2010-07-06 17:27,엑큐리스,48460,소송등의판결ㆍ결정[정],엑큐리스
380,2010-07-06 14:47,엑큐리스,48460,소송등의판결ㆍ결정,엑큐리스
379,2010-07-06 11:51,새로닉스,42600,대표이사변경,새로닉스
378,2010-07-02 17:57,평안물산,37240,소송등의판결ㆍ결정,평안물산
377,2010-07-02 17:33,케이씨피드,25880,소송등의판결ㆍ결정,케이씨피드
376,2010-07-02 14:33,삼표시멘트,38500,대표이사변경,삼표시멘트
375,2010-07-01 17:18,코데즈컴바인,47770,소송등의판결ㆍ결정,코데즈컴바인
374,2010-07-01 17:13,코데즈컴바인,47770,소송등의판결ㆍ결정,코데즈컴바인
373,2010-07-01 16:26,평안물산,37240,대표이사변경,평안물산
372,2010-06-30 17:44,엑큐리스,48460,소송등의제기,엑큐리스
371,2010-06-30 17:23,CT&T,50470,대표이사변경,씨티앤티
370,2010-06-29 17:55,썬코어,51170,소송등의판결ㆍ결정,썬코어
369,2010-06-29 16:01,모라리소스,18890,소송등의판결ㆍ결정,브이오산업
368,2010-06-29 13:45,파워로직스,47310,소송등의판결ㆍ결정(일정금액 이상의 청구),파워로직스
367,2010-06-28 17:32,알덱스,25970,대표이사변경,알덱스
366,2010-06-28 16:39,하이드로젠파워,70080,사채원리금미지급발생,삼보오토
365,2010-06-28 11:07,나이스메탈,72530,소송등의판결ㆍ결정(일정금액 이상의 청구),나이스메탈
364,2010-06-25 16:25,케이씨피드,25880,소송등의판결ㆍ결정,케이씨피드
363,2010-06-25 07:19,세동,53060,소송등의판결ㆍ결정(자율공시:일정금액미만의청구),세동
362,2010-06-24 11:48,CMG제약,58820,소송등의판결ㆍ결정,CMG제약
361,2010-06-24 07:04,케이씨피드,25880,소송등의판결ㆍ결정(주주명부열람및등사가처분),케이씨피드
360,2010-06-23 17:38,셀트리온제약,68760,소송등의제기,셀트리온제약
359,2010-06-21 18:00,썬코어,51170,대표이사변경,썬코어
358,2010-06-21 16:31,썬코어,51170,소송등의판결ㆍ결정,썬코어
357,2010-06-21 16:26,코데즈컴바인,47770,대표이사변경,코데즈컴바인
356,2010-06-21 15:44,JH코오스,65310,소송등의판결ㆍ결정,더스텔라
355,2010-06-21 15:44,JH코오스,65310,소송등의판결ㆍ결정,더스텔라
354,2010-06-21 15:44,JH코오스,65310,소송등의판결ㆍ결정,더스텔라
353,2010-06-21 15:43,JH코오스,65310,소송등의판결ㆍ결정,더스텔라
352,2010-06-21 15:43,JH코오스,65310,소송등의판결ㆍ결정,더스텔라
351,2010-06-21 15:43,JH코오스,65310,소송등의판결ㆍ결정,더스텔라
350,2010-06-21 15:43,JH코오스,65310,소송등의판결ㆍ결정,더스텔라
349,2010-06-21 15:43,JH코오스,65310,소송등의판결ㆍ결정,더스텔라
348,2010-06-21 15:42,JH코오스,65310,소송등의제기,더스텔라
347,2010-06-16 16:56,액티투오,47710,사채원리금미지급발생,액티투오
346,2010-06-15 17:22,썬코어,51170,소송등의제기,썬코어
345,2010-06-15 13:45,에스씨디,42110,대표이사변경,에스씨디
344,2010-06-14 17:35,JH코오스,65310,소송등의제기,더스텔라
343,2010-06-14 13:22,JH코오스,65310,소송등의판결ㆍ결정,더스텔라
342,2010-06-11 16:20,강원에너지,114190,대표이사변경,강원에너지
341,2010-06-10 17:28,JH코오스,65310,소송등의제기,더스텔라
340,2010-06-10 16:01,아이디에스,78780,대표이사변경,아이디에스
339,2010-06-08 15:55,한국알콜,17890,소송등의판결ㆍ결정(일정금액 이상의 청구),한국알콜산업
338,2010-06-08 14:45,선팩테크,54010,대표이사변경,선팩테크
337,2010-06-07 17:11,평안물산,37240,소송등의제기,평안물산
336,2010-06-07 16:50,JH코오스,65310,소송등의판결ㆍ결정,더스텔라
335,2010-06-07 15:21,선우중공업,68770,대표이사변경,선우중공업
334,2010-06-04 12:17,코데즈컴바인,47770,소송등의제기,코데즈컴바인
333,2010-06-03 17:57,썬코어,51170,소송등의제기,썬코어
332,2010-06-03 17:56,썬코어,51170,소송등의제기,썬코어
331,2010-06-01 07:07,샤인시스템,66300,회생절차개시신청,샤인시스템
330,2010-05-31 17:35,CMG제약,58820,소송등의제기,CMG제약
329,2010-05-31 11:41,오리엔트정공,65500,소송등의판결ㆍ결정,오리엔트정공
328,2010-05-28 17:29,평안물산,37240,소송등의판결ㆍ결정,평안물산
327,2010-05-28 16:25,삼보모터스,53700,소송등의판결ㆍ결정(일정금액 이상의 청구),삼보모터스
326,2010-05-28 16:12,JH코오스,65310,소송등의제기,더스텔라
325,2010-05-28 16:11,JH코오스,65310,소송등의제기,더스텔라
324,2010-05-28 10:21,CMG제약,58820,소송등의판결ㆍ결정,CMG제약
323,2010-05-28 10:21,CMG제약,58820,소송등의판결ㆍ결정,CMG제약
322,2010-05-27 17:22,에스텍,69510,횡령ㆍ배임 혐의 진행사항,에스텍
321,2010-05-27 17:06,CMG제약,58820,소송등의판결ㆍ결정,CMG제약
320,2010-05-27 14:29,삼보모터스,53700,대표이사변경,삼보모터스
319,2010-05-26 17:30,JH코오스,65310,소송등의판결ㆍ결정(일정금액 이상의 청구),더스텔라
318,2010-05-26 17:30,JH코오스,65310,소송등의판결ㆍ결정(일정금액 이상의 청구),더스텔라
317,2010-05-26 17:29,네오세미테크,89240,대표이사변경,네오세미테크
316,2010-05-26 13:34,브이에스에스티,35400,대표이사변경,쓰리디넷
315,2010-05-25 17:19,어울림 네트,42820,소송등의판결ㆍ결정,어울림 네트웍스
314,2010-05-24 15:31,맥스브로,88810,소송등의판결ㆍ결정(일정금액 이상의 청구),맥스브로
313,2010-05-20 16:16,플렉스컴,65270,소송등의판결ㆍ결정,플렉스컴
312,2010-05-19 17:56,CMG제약,58820,소송등의제기,CMG제약
311,2010-05-19 17:54,CMG제약,58820,소송등의제기,CMG제약
310,2010-05-19 17:13,폴리플러스,65610,소송등의제기,폴리플러스
309,2010-05-19 17:02,태광이엔시,48140,대표이사변경,태광이엔시
308,2010-05-19 14:34,CT&T,50470,횡령ㆍ배임혐의발생,씨티앤티
307,2010-05-18 17:42,테스텍,48510,대표이사변경,테스텍
306,2010-05-18 17:24,케이씨피드,25880,소송등의판결ㆍ결정,케이씨피드
305,2010-05-18 16:52,메디콕스,54180,대표이사변경,메디콕스
304,2010-05-17 13:20,뉴보텍,60260,소송등의판결ㆍ결정(일정금액 이상의 청구)(손해배상),뉴보텍
303,2010-05-14 17:38,평안물산,37240,소송등의판결ㆍ결정,평안물산
302,2010-05-14 15:02,JH코오스,65310,소송등의제기,더스텔라
301,2010-05-14 14:25,CMG제약,58820,소송등의판결ㆍ결정,CMG제약
300,2010-05-13 18:00,CMG제약,58820,소송등의판결ㆍ결정,CMG제약
299,2010-05-13 17:46,평안물산,37240,소송등의제기,평안물산
298,2010-05-13 17:46,JH코오스,65310,소송등의제기,더스텔라
297,2010-05-13 15:36,평안물산,37240,횡령ㆍ배임 혐의 진행사항,평안물산
296,2010-05-13 09:07,맥스브로,88810,[정정]소송등의판결ㆍ결정(일정금액 이상의 청구)(약정금),맥스브로
295,2010-05-12 18:06,맥스브로,88810,소송등의판결ㆍ결정(일정금액 이상의 청구)(약정금)[정],맥스브로
294,2010-05-12 17:04,어울림 네트,42820,소송등의제기,어울림 네트웍스
293,2010-05-12 16:32,지노시스템,33850,대표이사변경,지노시스템
292,2010-05-12 16:10,JH코오스,65310,소송등의제기,더스텔라
291,2010-05-11 17:05,트레이스,52290,소송등의판결ㆍ결정(일정금액 이상의 청구),트레이스
290,2010-05-11 15:35,동국S&C,100130,대표이사변경,동국에스엔씨
289,2010-05-10 14:12,CMG제약,58820,소송등의제기,CMG제약
288,2010-05-07 17:48,평안물산,37240,소송등의제기,평안물산
287,2010-05-07 07:00,케이씨피드,25880,소송등의제기,케이씨피드
286,2010-05-06 18:05,엑큐리스,48460,소송등의제기,엑큐리스
285,2010-05-06 17:52,엑큐리스,48460,[정정]소송등의제기,엑큐리스
284,2010-05-06 17:45,스페코,13810,소송등의판결ㆍ결정(일정금액 이상의 청구),스페코
283,2010-05-04 17:48,JH코오스,65310,소송등의제기,더스텔라
282,2010-05-04 17:14,진성티이씨,36890,증권관련 집단소송관련 소취하 등 허가신청에 대한 결정,진성티이씨
281,2010-05-03 17:56,네이쳐글로벌,88020,소송등의제기,네이쳐글로벌
280,2010-05-03 14:59,듀오백,73190,소송등의제기ㆍ신청(일정금액 이상의 청구),듀오백
279,2010-05-03 07:07,에피밸리,68630,소송등의제기,에피밸리
278,2010-04-29 07:07,엑큐리스,48460,소송등의제기[정],엑큐리스
277,2010-04-28 17:52,에이원마이크로,37380,대표이사변경,에이원마이크로
276,2010-04-28 17:01,맥스브로,88810,대표이사변경,맥스브로
275,2010-04-27 17:51,코데즈컴바인,47770,소송등의제기,코데즈컴바인
274,2010-04-27 07:16,액티투오,47710,사채원리금미지급발생,액티투오
273,2010-04-26 14:52,JH코오스,65310,소송등의판결ㆍ결정(일정금액 이상의 청구),더스텔라
272,2010-04-26 14:15,바이오니아,64550,소송등의판결ㆍ결정(일정금액 이상의 청구),바이오니아
271,2010-04-23 18:09,맥스브로,88810,소송등의판결ㆍ결정(일정금액 이상의 청구),맥스브로
270,2010-04-22 16:44,JH코오스,65310,소송등의판결ㆍ결정,더스텔라
269,2010-04-22 07:38,OQP,78590,[정정]어음 위ㆍ 변조 발생,온코퀘스트파마슈티컬
268,2010-04-21 17:42,블루젬디앤씨,53040,대표이사변경,블루젬디앤씨
267,2010-04-21 07:23,엑큐리스,48460,대표이사변경,엑큐리스
266,2010-04-21 07:08,OQP,78590,어음 위ㆍ 변조 발생[정],온코퀘스트파마슈티컬
265,2010-04-20 15:51,JH코오스,65310,소송등의판결ㆍ결정,더스텔라
264,2010-04-19 11:09,아구스,78670,대표이사변경,아구스
263,2010-04-15 11:02,썬코어,51170,소송등의판결ㆍ결정,썬코어
262,2010-04-14 17:41,프리젠,60910,회계처리기준위반행위로인한증권선물위원회의검찰고발등,프리젠
261,2010-04-13 15:57,아구스,78670,소송등의제기,아구스
260,2010-04-13 15:57,아구스,78670,소송등의제기,아구스
259,2010-04-13 07:16,세동,53060,소송등의판결ㆍ결정(자율공시:일정금액미만의청구),세동
258,2010-04-13 07:16,엑큐리스,48460,대표이사변경,엑큐리스
257,2010-04-12 17:37,오스템임플란트,48260,소송등의판결ㆍ결정(일정금액 이상의 청구),오스템임플란트
256,2010-04-12 17:18,선우중공업,68770,소송등의판결ㆍ결정,선우중공업
255,2010-04-12 16:58,JH코오스,65310,소송등의제기,더스텔라
254,2010-04-12 07:06,단성일렉트론,85990,회생절차개시신청,영찬테크
253,2010-04-08 17:35,JH코오스,65310,소송등의제기,더스텔라
252,2010-04-07 16:28,아구스,78670,소송등의제기,아구스
251,2010-04-07 13:36,액티투오,47710,대표이사변경,액티투오
250,2010-04-05 17:40,세븐코스프,17160,대표이사변경,세븐코스프
249,2010-04-05 13:19,CMG제약,58820,소송등의판결ㆍ결정,CMG제약
248,2010-04-05 13:19,CMG제약,58820,소송등의판결ㆍ결정,CMG제약
247,2010-04-02 18:22,모라리소스,18890,소송등의판결ㆍ결정,브이오산업
246,2010-04-02 16:37,케이씨피드,25880,소송등의제기,케이씨피드
245,2010-04-02 15:34,메디포스트,78160,대표이사변경,메디포스트
244,2010-04-02 14:35,평안물산,37240,대표이사변경,평안물산
243,2010-04-02 07:13,케이씨피드,25880,소송등의제기,케이씨피드
242,2010-04-02 07:13,케이씨피드,25880,소송등의제기,케이씨피드
241,2010-04-01 16:44,동국산업,5160,대표이사변경,동국산업
240,2010-04-01 15:29,이원컴포텍,88290,대표이사변경,이원컴포텍
239,2010-04-01 14:48,에스에이티,60540,대표이사변경,에스에이티
238,2010-04-01 13:49,아모텍,52710,대표이사변경,아모텍
237,2010-03-31 18:01,SSCP,71660,대표이사변경,에스에스씨피
236,2010-03-31 17:46,JH코오스,65310,대표이사변경,더스텔라
235,2010-03-31 16:55,폴켐,33190,대표이사변경,폴켐
234,2010-03-31 16:54,듀오백,73190,소송등의판결ㆍ결정(일정금액 이상의 청구),듀오백
233,2010-03-31 15:50,에스씨디,42110,대표이사변경,에스씨디
232,2010-03-31 15:45,대주코레스,8340,대표이사변경,대주코레스
231,2010-03-31 14:10,씨엘인터내셔널,37340,대표이사변경,씨엘인터내셔널
230,2010-03-31 14:04,다휘,55250,대표이사변경,다휘
229,2010-03-31 11:32,디에스티,33430,대표이사변경,디에스티
228,2010-03-30 18:06,대한그린파워,60900,대표이사변경,대한그린파워
227,2010-03-30 17:59,아이팩토리,53810,대표이사변경,아이팩토리
226,2010-03-30 17:44,액티투오,47710,대표이사변경,액티투오
225,2010-03-30 17:20,쎄라텍,41550,대표이사변경,쎄라텍
224,2010-03-30 16:47,에이원마이크로,37380,대표이사변경,에이원마이크로
223,2010-03-30 16:14,선팩테크,54010,소송등의판결ㆍ결정,선팩테크
222,2010-03-30 15:16,어울림 네트,42820,소송등의판결ㆍ결정,어울림 네트웍스
221,2010-03-30 15:07,아라온테크,41060,대표이사변경,아라온테크
220,2010-03-30 12:09,CU전자,56340,대표이사변경,씨유전자
219,2010-03-30 11:08,알덱스,25970,대표이사변경,알덱스
218,2010-03-29 17:07,아구스,78670,횡령ㆍ배임 혐의 진행사항,아구스
217,2010-03-29 16:41,동양이엔피,79960,대표이사변경,동양이엔피
216,2010-03-29 16:10,케이엠더블유,32500,대표이사변경,케이엠더블유
215,2010-03-29 15:35,씨모텍,81090,대표이사변경,씨모텍
214,2010-03-29 15:27,파워로직스,47310,횡령ㆍ배임 혐의 진행사항,파워로직스
213,2010-03-29 14:07,이엠네트웍스,87730,대표이사변경,이엠네트웍스
212,2010-03-29 12:08,쎄라텍,41550,대표이사변경,쎄라텍
211,2010-03-26 18:01,쎄라텍,41550,대표이사변경,쎄라텍
210,2010-03-26 18:01,JH코오스,65310,[정정]대표이사변경,더스텔라
209,2010-03-26 17:38,JH코오스,65310,대표이사변경[정],더스텔라
208,2010-03-26 17:26,유진기업,23410,대표이사변경,유진기업
207,2010-03-26 17:26,보광티에스,66690,대표이사변경,보광티에스
206,2010-03-26 17:23,원익QnC,74600,대표이사변경,원익큐엔씨
205,2010-03-26 16:49,얍엑스,60230,소송등의판결ㆍ결정,얍엑스
204,2010-03-26 16:38,형지I&C,11080,대표이사변경,형지아이앤씨
203,2010-03-26 15:58,동국제약,86450,대표이사변경,동국제약
202,2010-03-26 15:26,비에이치,90460,대표이사변경,비에이치
201,2010-03-26 14:49,대주산업,3310,대표이사변경,대주산업
200,2010-03-26 14:12,삼지전자,37460,대표이사변경,삼지전자
199,2010-03-26 14:10,이녹스,88390,대표이사변경,이녹스
198,2010-03-26 14:01,바이넥스,53030,대표이사변경,바이넥스
197,2010-03-26 13:06,렉스엘이앤지,4790,대표이사변경,렉스엘이앤지
196,2010-03-26 11:22,이건홀딩스,39020,대표이사변경,이건홀딩스
195,2010-03-26 07:12,선우중공업,68770,대표이사변경,선우중공업
194,2010-03-25 14:54,캠시스,50110,대표이사변경,캠시스
193,2010-03-25 11:12,케이에스피,73010,회계처리기준위반행위로인한증권선물위원회의검찰고발등,케이에스피
192,2010-03-24 17:54,썬코어,51170,소송등의제기,썬코어
191,2010-03-24 17:43,아구스,78670,사채원리금미지급발생,아구스
190,2010-03-24 17:43,아구스,78670,횡령ㆍ배임혐의발생,아구스
189,2010-03-24 16:43,차바이오텍,85660,대표이사변경,차바이오텍
188,2010-03-24 16:34,에스마크,30270,대표이사변경,에스마크
187,2010-03-24 15:58,서울제약,18680,대표이사변경,서울제약
186,2010-03-23 17:49,홈캐스트,64240,소송등의제기ㆍ신청(일정금액 이상의 청구),홈캐스트
185,2010-03-23 17:37,선우중공업,68770,소송등의판결ㆍ결정,선우중공업
184,2010-03-23 17:29,어울림 네트,42820,소송등의제기,어울림 네트웍스
183,2010-03-23 14:15,케이씨피드,25880,소송등의제기,케이씨피드
182,2010-03-23 07:20,선팩테크,54010,소송등의제기(주주명부열람및등사가처분 신청),선팩테크
181,2010-03-23 07:15,선팩테크,54010,소송등의제기(주주총회결의금지 가처분 신청),선팩테크
180,2010-03-22 17:08,CT&T,50470,소송등의판결ㆍ결정,씨티앤티
179,2010-03-22 16:41,이엔에프테크놀로지,102710,대표이사변경,이엔에프테크놀로지
178,2010-03-19 17:44,엔터미디어,68420,소송등의판결ㆍ결정(일정금액 이상의 청구),엔터미디어
177,2010-03-19 17:16,포스코엠텍,9520,대표이사변경,포스코엠텍
176,2010-03-19 16:43,제이엠티,94970,대표이사변경,제이엠티
175,2010-03-19 16:37,에너토크,19990,대표이사변경,에너토크
174,2010-03-19 15:58,메디앙스,14100,대표이사변경,메디앙스
173,2010-03-19 15:30,아이에이,38880,대표이사변경,아이에이
172,2010-03-19 15:27,에코플라스틱,38110,대표이사변경,에코플라스틱
171,2010-03-19 15:26,대호특수강,21040,대표이사변경,대호특수강
170,2010-03-19 14:51,한탑,2680,대표이사변경,한탑
169,2010-03-19 12:31,네이처셀,7390,대표이사변경,네이처셀
168,2010-03-19 11:34,JW신약,67290,대표이사변경,제이더블유신약
167,2010-03-19 07:06,선우중공업,68770,소송등의제기,선우중공업
166,2010-03-18 17:41,CT&T,50470,소송등의판결ㆍ결정,씨티앤티
165,2010-03-18 17:23,썬코어,51170,소송등의제기,썬코어
164,2010-03-18 17:21,썬코어,51170,소송등의판결ㆍ결정,썬코어
163,2010-03-18 16:11,CT&T,50470,소송등의판결ㆍ결정,씨티앤티
162,2010-03-18 16:11,CT&T,50470,소송등의판결ㆍ결정,씨티앤티
161,2010-03-18 16:10,CT&T,50470,소송등의판결ㆍ결정,씨티앤티
160,2010-03-17 16:08,에스텍,69510,횡령ㆍ배임 혐의 진행사항,에스텍
159,2010-03-17 15:53,CT&T,50470,소송등의판결ㆍ결정,씨티앤티
158,2010-03-17 15:51,CT&T,50470,소송등의판결ㆍ결정,씨티앤티
157,2010-03-17 07:08,JH코오스,65310,[정정]대표이사변경,더스텔라
156,2010-03-16 07:18,JH코오스,65310,소송등의제기ㆍ신청(일정금액 이상의 청구),더스텔라
155,2010-03-15 17:42,쓰리디월드,65340,대표이사변경,쓰리디월드
154,2010-03-15 15:00,에이스일렉,38690,대표이사변경,에이스일렉트로닉스
153,2010-03-12 15:46,모라리소스,18890,소송등의판결ㆍ결정,브이오산업
152,2010-03-12 15:46,모라리소스,18890,소송등의판결ㆍ결정,브이오산업
151,2010-03-12 15:33,동방선기,99410,대표이사변경,동방선기
150,2010-03-12 13:25,브이에스에스티,35400,대표이사변경,쓰리디넷
149,2010-03-11 15:32,썬코어,51170,대표이사변경,썬코어
148,2010-03-10 12:21,에이스일렉,38690,대표이사변경,에이스일렉트로닉스
147,2010-03-10 07:02,CT&T,50470,소송등의제기,씨티앤티
146,2010-03-08 17:55,썬코어,51170,소송등의판결ㆍ결정,썬코어
145,2010-03-08 17:54,썬코어,51170,소송등의판결ㆍ결정,썬코어
144,2010-03-08 17:48,썬코어,51170,소송등의판결ㆍ결정,썬코어
143,2010-03-08 17:43,썬코어,51170,소송등의판결ㆍ결정,썬코어
142,2010-03-08 17:38,썬코어,51170,소송등의판결ㆍ결정,썬코어
141,2010-03-08 17:35,비전하이테크,15050,횡령ㆍ배임사실확인,엘트온
140,2010-03-05 17:48,에이스일렉,38690,대표이사변경,에이스일렉트로닉스
139,2010-03-05 17:37,삼우이엠씨,26250,대표이사변경,삼우이엠씨
138,2010-03-05 17:09,썬코어,51170,대표이사변경,썬코어
137,2010-03-05 16:07,CMG제약,58820,소송등의제기,CMG제약
136,2010-03-05 16:05,바른전자,64520,대표이사변경,바른전자
135,2010-03-05 16:02,모라리소스,18890,소송등의판결ㆍ결정,브이오산업
134,2010-03-05 15:40,CT&T,50470,소송등의판결ㆍ결정,씨티앤티
133,2010-03-03 17:21,중앙바이오텍,15170,어음 위ㆍ 변조 발생,중앙바이오텍
132,2010-03-03 16:37,파워로직스,47310,횡령ㆍ배임 혐의 진행사항,파워로직스
131,2010-03-02 16:27,에이스테크,88800,대표이사변경,에이스테크놀로지
130,2010-03-02 16:27,에이스앤파트너스,32930,대표이사변경,에이스 앤 파트너스
129,2010-03-02 16:24,중앙바이오텍,15170,어음 위ㆍ 변조 발생,중앙바이오텍
128,2010-03-02 16:24,CMG제약,58820,소송등의제기,CMG제약
127,2010-03-02 16:24,CMG제약,58820,소송등의제기,CMG제약
126,2010-02-26 17:53,맥스브로,88810,소송등의판결ㆍ결정(일정금액 이상의 청구),맥스브로
125,2010-02-26 17:53,맥스브로,88810,소송등의판결ㆍ결정(일정금액 이상의 청구),맥스브로
124,2010-02-26 17:53,맥스브로,88810,소송등의제기ㆍ신청(일정금액 이상의 청구),맥스브로
123,2010-02-26 17:40,네스테크,37540,소송등의판결ㆍ결정,네스테크
122,2010-02-26 17:34,영풍정밀,36560,대표이사변경,영풍정밀
121,2010-02-26 17:28,GK파워,54020,어음 위ㆍ 변조 발생,지케이파워
120,2010-02-26 17:27,선우중공업,68770,대표이사변경,선우중공업
119,2010-02-26 15:08,제이티,89790,대표이사변경,제이티
118,2010-02-26 11:05,CT&T,50470,[정정]소송등의제기,씨티앤티
117,2010-02-26 07:00,CT&T,50470,소송등의제기[정],씨티앤티
116,2010-02-25 17:51,프로텍,53610,소송등의제기ㆍ신청(일정금액 이상의 청구),프로텍
115,2010-02-25 17:37,에스비엠,37630,소송등의판결ㆍ결정(일정금액 이상의 청구),에스비엠
114,2010-02-25 16:21,얍엑스,60230,소송등의제기,얍엑스
113,2010-02-25 16:19,모라리소스,18890,소송등의제기,브이오산업
112,2010-02-25 16:06,테이크시스템,76090,파산신청,테이크시스템즈
111,2010-02-25 16:00,스틸플라워,87220,대표이사변경,스틸플라워
110,2010-02-25 15:42,썬코어,51170,소송등의제기,썬코어
109,2010-02-25 11:35,메타바이오메드,59210,대표이사변경,메타바이오메드
108,2010-02-24 17:09,쓰리디월드,65340,대표이사변경,쓰리디월드
107,2010-02-24 11:15,CMG제약,58820,소송등의판결ㆍ결정,CMG제약
106,2010-02-24 07:14,엔스퍼트,98400,대표이사변경,엔스퍼트
105,2010-02-23 17:00,CT&T,50470,소송등의제기,씨티앤티
104,2010-02-23 11:29,썬코어,51170,소송등의제기,썬코어
103,2010-02-22 17:21,중앙바이오텍,15170,어음 위ㆍ 변조 발생,중앙바이오텍
102,2010-02-22 13:34,비전하이테크,15050,소송등의판결ㆍ결정,엘트온
101,2010-02-19 15:08,CMG제약,58820,소송등의제기,CMG제약
100,2010-02-19 14:04,에이스일렉,38690,대표이사변경,에이스일렉트로닉스
99,2010-02-18 17:15,CT&T,50470,소송등의판결ㆍ결정,씨티앤티
98,2010-02-17 15:20,휴온스글로벌,84110,대표이사변경,휴온스글로벌
97,2010-02-17 11:22,모라리소스,18890,소송등의판결ㆍ결정,브이오산업
96,2010-02-16 17:32,단성일렉트론,85990,어음 위ㆍ 변조 발생,영찬테크
95,2010-02-16 16:42,에스코넥,96630,소송등의제기ㆍ신청(일정금액 이상의 청구),에스코넥
94,2010-02-16 07:08,엔터미디어,68420,소송등의제기ㆍ신청(일정금액 이상의 청구),엔터미디어
93,2010-02-12 17:38,씨티엘테크,88960,소송등의제기ㆍ신청(일정금액 이상의 청구),씨티엘테크
92,2010-02-12 17:38,씨티엘테크,88960,소송등의제기ㆍ신청(일정금액 이상의 청구),씨티엘테크
91,2010-02-12 17:37,씨티엘테크,88960,소송등의제기ㆍ신청(일정금액 이상의 청구),씨티엘테크
90,2010-02-12 15:55,파워로직스,47310,소송등의제기ㆍ신청(일정금액 이상의 청구),파워로직스
89,2010-02-12 14:15,맥스브로,88810,대표이사변경,맥스브로
88,2010-02-11 15:07,비전하이테크,15050,소송등의제기,엘트온
87,2010-02-10 17:51,폴켐,33190,소송등의판결ㆍ결정(신주상장금지가처분),폴켐
86,2010-02-10 17:42,중앙바이오텍,15170,어음 위ㆍ 변조 발생,중앙바이오텍
85,2010-02-10 15:21,오페스,53470,소송등의제기,오페스
84,2010-02-10 07:10,코디콤,41800,횡령ㆍ배임 혐의 진행사항,코디콤
83,2010-02-09 17:29,비전하이테크,15050,소송등의판결ㆍ결정,엘트온
82,2010-02-09 16:41,CT&T,50470,대표이사변경,씨티앤티
81,2010-02-08 18:04,비전하이테크,15050,소송등의판결ㆍ결정,엘트온
80,2010-02-08 17:36,코디콤,41800,횡령ㆍ배임 혐의 진행사항,코디콤
79,2010-02-08 16:23,CT&T,50470,소송등의판결ㆍ결정,씨티앤티
