회사명,거래소코드,회계년도,소속코드,감사의견코드,정기공시제목,수시공시제목,폐지사유요약,공시발생일,부도
(주)우전,52270.0,2016/12,4.0,UQ,[정정]내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,자본전액잠식 등,2017-03-31 18:26,0.0
(주)우전,52270.0,2016/12,4.0,UQ,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생[정],상장폐지,자본전액잠식 등,2017-03-31 18:26,0.0
(주)우진세렉스,49800.0,2005/12,4.0,UQ,0,상장폐지,유가증권시장 상장,2006-05-22 17:43,1.0
(주)월드텔레콤,47610.0,2003/12,4.0,DS,0,상장폐지,감사의견거절(취소사유발생일 : 2004년 3월 23일)     ,2004-03-24 18:58,0.0
(주)웨스테이트디벨롭먼트,16140.0,2011/06,4.0,UQ,0,상장폐지,상장폐지신청('12.09.12),2012-09-27 19:29,1.0
(주)위너지스,26260.0,2017/12,4.0,DS,0,상장폐지,감사의견거절(감사범위 제한),2018-09-27 08:39,0.0
(주)위다스,56810.0,2012/12,4.0,DS,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지(의견거절(감사범위 제한)),의견거절(감사범위 제한),2013-08-28 18:12,0.0
(주)윌텍정보통신,39390.0,2003/12,4.0,DU,0,상장폐지,감사의견거절(취소사유발생일 : 2004년 3월 24일),2004-03-25 17:29,0.0
(주)유니드코리아,110500.0,2013/12,4.0,DU,0,상장폐지,감사의견 거절(계속기업 존속능력에 대한 불확실성),2014-08-20 18:59,0.0
(주)유니씨앤티,40780.0,2001/12,4.0,UQ,0,상장폐지,최종부도 및 은행거래정지,2002-09-25 19:50,1.0
(주)유니씨앤티,40780.0,2001/12,4.0,UQ,0,상장폐지승인,최종부도 및 은행거래정지,2002-09-18 17:29,1.0
(주)유니텍전자,39040.0,2010/12,4.0,DU,0,상장폐지,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성),2011-04-18 18:35,0.0
(주)유아이에너지,50050.0,2005/12,4.0,UQ,0,상장폐지,감사범위제한으로 인한 의견거절(상장폐지사유 발생일 : 2006년 03월 30일),2006-04-03 16:29,1.0
(주)유아이에너지,50050.0,2011/12,4.0,UQ,0,상장폐지,자본전액잠식,2012-09-13 22:02,1.0
(주)유에이블,71530.0,2012/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",2013-04-10 18:29,1.0
(주)유일엔시스,38720.0,2012/12,4.0,AG,[정정]회생절차개시신청,상장폐지,감사의견 부적정,2013-04-18 20:00,0.0
(주)유일엔시스,38720.0,2012/12,4.0,AG,회생절차개시신청[정],상장폐지,감사의견 부적정,2013-04-18 20:00,0.0
(주)유퍼트,60670.0,2009/12,4.0,DU,0,상장폐지,자본전액잠식,2010-03-31 20:39,0.0
(주)이노블루,66200.0,2006/12,4.0,UQ,0,상장폐지,감사의견 부적정,2007-03-20 18:03,1.0
(주)이노블루,66200.0,2008/12,4.0,QG,0,상장폐지,"2년연속 매출액 30억원 미달, 자본전액잠식",2009-04-01 11:44,1.0
(주)이론테크놀로지,34980.0,2002/12,4.0,UQ,0,상장폐지,최종부도 및 은행거래정지,2003-04-16 18:26,1.0
(주)이롬텍,45400.0,2009/10,4.0,DU,0,상장폐지,"정기보고서 미제출로 관리종목 지정후 법정제출기한내 사업보고서 미제출, 2회 연속 정기주주총회 미개최 또는 재무제표 미승인, 자본전액잠식 ",2010-01-29 18:46,0.0
(주)이루넷,41030.0,2009/12,4.0,DS,0,상장폐지,감사범위제한으로 인한 감사의견 거절,2010-04-22 13:42,0.0
(주)이룸지엔지,50640.0,2010/12,4.0,UQ,회생절차개시신청,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",2011-08-08 18:10,0.0
(주)이수페타시스,7660.0,2002/12,4.0,UQ,0,상장폐지,증권거래소 상장,2003-10-02 18:56,1.0
(주)이앤텍,47450.0,2009/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2010-11-17 18:16,1.0
(주)이지클럽,38980.0,2004/12,4.0,QU,0,상장폐지,최근사업연도말 기준 자본잠식률 100분의 50이상의 사유로 관리종목지정 후 법정제출기한 다음날로부터 10일이내 반기보고서 미제출,2005-08-30 09:36,1.0
(주)인네트,41450.0,2009/12,4.0,UQ,0,상장폐지,최종부도 발생,2010-09-01 17:24,1.0
(주)인스프리트,73130.0,2011/12,4.0,AG,0,상장폐지,자본잠식률 50% 이상으로 관리종목 지정 이후 최근 반기의 재무제표에 대한 감사인의 감사의견거절 등,2012-09-27 19:17,0.0
(주)인젠,41630.0,2009/12,4.0,DS,0,상장폐지,감사범위제한으로 인한 의견거절,2010-04-26 18:54,0.0
(주)인터파크,108790.0,2019/12,4.0,UQ,0,상장폐지(피흡수합병),피흡수합병,2020-07-13 16:27,1.0
(주)인팩,23810.0,2003/12,4.0,UQ,0,상장폐지,한국증권거래소 상장,2004-09-17 17:01,1.0
(주)인포피아,36220.0,2015/12,4.0,DS,0,[정정]상장폐지,2016-04-22,2016-04-29 15:03,0.0
(주)인포피아,36220.0,2015/12,4.0,DS,0,상장폐지,감사의견 거절(감사범위 제한으로 인한 의견거절),2016-04-22 18:13,0.0
(주)일공공일안경콘택트,32030.0,2009/12,4.0,DS,0,상장폐지,자본전액잠식,2010-03-31 21:06,0.0
(주)자강,36790.0,2008/12,4.0,DU,0,상장폐지,감사의견거절(계속기업 존속 불확실성),2009-04-30 16:51,0.0
(주)자연과환경,43910.0,2012/12,5.0,UQ,0,신주인수권증권 상장폐지(신주인수권 행사기간 만료),코스닥시장상장규정 제44조의2,2013-08-09 16:09,1.0
(주)자유투어,46840.0,2012/12,4.0,DU,0,상장폐지,감사의견거절(감사범위 제한) ,2013-04-18 20:06,0.0
(주)정산애강,22220.0,2001/12,5.0,UQ,부도발생및은행거래정지,상장폐지,최종부도 및 은행거래정지,2002-11-13 16:59,1.0
(주)정산애강,22220.0,2001/12,5.0,UQ,부도발생및은행거래정지,상장폐지승인,최종부도 및 은행거래정지,2002-11-01 20:06,1.0
(주)제너시스템즈,73930.0,2012/03,4.0,UQ,0,상장폐지(자본전액잠식),자본전액잠식,2013-07-01 18:09,1.0
(주)제너시스템즈,73930.0,2012/03,4.0,UQ,0,신주인수권증권 상장폐지(기초주권의 관리종목지정),코스닥시장 상장규정 제44조의2 및 제47조,2013-06-20 19:49,1.0
(주)제네시스엔알디,52640.0,2008/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",2009-09-23 17:43,1.0
(주)제이에이치코오스,65310.0,2011/12,4.0,UQ,0,상장폐지,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정,2012-05-17 18:16,1.0
(주)제이엠피,54790.0,2006/12,4.0,UQ,0,상장폐지,감사의견거절,2007-04-11 09:07,1.0
(주)제이콘텐트리,36420.0,2018/12,4.0,UQ,0,상장폐지(유가증권시장 상장),유가증권시장 상장,2019-10-16 17:30,1.0
(주)제이콤,60750.0,2010/12,4.0,UQ,부도발생,상장폐지,최종부도 발생,2011-04-05 17:52,0.0
(주)제이테크놀로지,35480.0,2018/12,4.0,UQ,0,[정정]상장폐지(상장폐지결정 효력정지 등 가처분신청 기각결정(발행주식수 오기 정정)),기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2019-12-02 15:06,1.0
(주)제이테크놀로지,35480.0,2018/12,4.0,UQ,0,[정정]상장폐지(상장폐지결정 효력정지 등 가처분신청 기각결정),2019-11-29,2019-11-29 19:25,1.0
(주)제이테크놀로지,35480.0,2018/12,4.0,UQ,0,[정정]상장폐지,2019-10-04,2019-10-21 18:51,1.0
(주)제이테크놀로지,35480.0,2018/12,4.0,UQ,0,[정정]상장폐지,2019-10-04,2019-10-04 18:43,1.0
(주)제이테크놀로지,35480.0,2018/12,4.0,UQ,0,상장폐지,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2019-10-02 18:49,1.0
(주)조이토토,44370.0,2007/12,4.0,DU,0,상장폐지,감사의견거절(감사범위제한),2008-04-22 19:19,0.0
(주)중앙디자인,30030.0,2009/12,4.0,UQ,0,신주인수권증권 상장폐지(기초주권의 관리종목지정),코스닥시장상장규정 제44조의2 및 제47조,2010-11-17 18:03,1.0
(주)중앙디자인,30030.0,2010/12,4.0,DU,0,상장폐지(자본전액잠식),자본전액잠식,2011-03-31 21:04,0.0
(주)중앙바이오텍,15170.0,2009/12,4.0,DU,0,상장폐지,자본전액잠식,2010-03-31 21:17,0.0
(주)지노시스템,33850.0,2010/12,4.0,DS,화의채무변제완료보고서제출,상장폐지,감사의견거절(감사범위제한),2011-04-25 18:01,0.0
(주)지니웍스,36600.0,2004/12,4.0,DU,0,상장폐지,감사의견거절(상장폐지사유 발생일 : 2005년 03월 18일),2005-03-22 09:47,0.0
(주)지디,155960.0,2017/12,4.0,DS,0,[정정]상장폐지,감사의견 거절(감사범위 제한),2018-10-08 20:53,0.0
(주)지디,155960.0,2017/12,4.0,DS,0,상장폐지,감사의견 거절(감사범위 제한),2018-09-27 08:34,0.0
(주)지디코프,36610.0,2008/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",2009-06-04 18:06,1.0
(주)지아이바이오,35450.0,2012/12,4.0,DU,0,상장폐지,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성),2013-07-25 18:32,0.0
(주)지앤알,43630.0,2010/12,4.0,DU,0,상장폐지,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성),2011-04-18 18:35,0.0
(주)지앤에스티,36920.0,2012/12,4.0,DS,0,상장폐지,감사의견거절(감사범위 제한),2013-04-23 20:08,0.0
(주)지엔텍홀딩스,65410.0,2009/12,4.0,DU,0,상장폐지,감사의견거절(감사범위제한 및 계속기업 존속 불확실),2010-04-22 13:42,0.0
(주)지오엠씨,33030.0,2009/12,4.0,QU,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2010-09-09 16:26,1.0
(주)지이엔에프,38920.0,2008/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",2009-05-14 18:26,1.0
(주)지티앤티,53870.0,2014/12,4.0,UQ,[정정]내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,'14사업연도 자본잠식률 50%이상 사유로 관리종목 지정 후 '15사업연도 반기 감사의견 거절,2015-10-01 17:30,0.0
(주)지티앤티,53870.0,2014/12,4.0,UQ,[정정]내부결산시점 관리종목 지정 또는 상장폐지 사유 발생[정],상장폐지,'14사업연도 자본잠식률 50%이상 사유로 관리종목 지정 후 '15사업연도 반기 감사의견 거절,2015-10-01 17:30,0.0
(주)지티앤티,53870.0,2014/12,4.0,UQ,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생[정],상장폐지,'14사업연도 자본잠식률 50%이상 사유로 관리종목 지정 후 '15사업연도 반기 감사의견 거절,2015-10-01 17:30,0.0
(주)창민테크,42960.0,2004/12,4.0,DU,0,상장폐지,감사의견거절(상장폐지사유 발생일 : 2005년 03월 28일),2005-03-29 18:16,0.0
(주)청람디지탈,35270.0,2007/12,4.0,DU,0,상장폐지,법정제출기한까지 사업보고서를 제출하지 아니한 후,2008-04-11 11:14,0.0
(주)카라반케이디이,32570.0,2008/12,4.0,UQ,0,[정정]상장폐지,-,2009-09-07 18:21,1.0
(주)카라반케이디이,32570.0,2008/12,4.0,UQ,0,[정정]상장폐지,-,2009-08-28 17:10,1.0
(주)카라반케이디이,32570.0,2008/12,4.0,UQ,0,상장폐지,발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래 정지,2009-08-26 19:26,1.0
(주)카리스소프트,24080.0,2001/12,4.0,UQ,0,상장폐지,최근 2년간 3회이상 불성실공시법인으로 지정,2002-09-24 18:06,1.0
(주)카리스소프트,24080.0,2001/12,4.0,UQ,0,상장폐지승인,최근 2년간 3회이상 불성실공시법인으로 지정,2002-09-11 16:57,1.0
(주)카카오,35720.0,2016/12,4.0,UQ,0,상장폐지(유가증권시장 상장),유가증권시장 상장,2017-07-05 18:41,1.0
(주)카카오엠,16170.0,2017/12,4.0,UQ,0,상장폐지(피흡수합병),피흡수합병,2018-09-13 16:21,1.0
(주)케너텍,62730.0,2008/12,4.0,UQ,[정정]회생절차개시결정,상장폐지,회생절차폐지결정사유 및 당해 코스닥시장상장법인의 계속기업 가능성 유무를 고려한 결과  상장폐지기준에 해당한다고 결정,2009-12-10 16:54,0.0
(주)케너텍,62730.0,2008/12,4.0,UQ,회생절차 폐지결정,상장폐지,회생절차폐지결정사유 및 당해 코스닥시장상장법인의 계속기업 가능성 유무를 고려한 결과  상장폐지기준에 해당한다고 결정,2009-12-10 16:54,0.0
(주)케너텍,62730.0,2008/12,4.0,UQ,[정정]회생절차개시결정[정],상장폐지,회생절차폐지결정사유 및 당해 코스닥시장상장법인의 계속기업 가능성 유무를 고려한 결과  상장폐지기준에 해당한다고 결정,2009-12-10 16:54,0.0
(주)케너텍,62730.0,2008/12,4.0,UQ,회생절차개시결정[정],상장폐지,회생절차폐지결정사유 및 당해 코스닥시장상장법인의 계속기업 가능성 유무를 고려한 결과  상장폐지기준에 해당한다고 결정,2009-12-10 16:54,0.0
(주)케너텍,62730.0,2008/12,4.0,UQ,회생절차개시신청,상장폐지,회생절차폐지결정사유 및 당해 코스닥시장상장법인의 계속기업 가능성 유무를 고려한 결과  상장폐지기준에 해당한다고 결정,2009-12-10 16:54,0.0
(주)케미그라스,21090.0,2002/12,4.0,UQ,0,상장폐지,자진등록취소,2003-12-10 17:34,1.0
(주)케이디세코,73780.0,2008/12,4.0,DS,0,상장폐지,2회 연속 자본잠식률 50%이상,2009-04-01 11:45,0.0
(주)케이디엠,27560.0,2001/12,4.0,UQ,0,상장폐지승인,기타 등록취소,2002-04-10 20:01,1.0
(주)케이알,35950.0,2008/03,4.0,UQ,0,상장폐지,감사범위제한으로 인한 감사의견거절 및 계속기업 불확실성으로 인한 감사의견거절 사유해소 확인서 미제출,2009-08-10 20:28,1.0
(주)케이에스리소스,66340.0,2010/12,4.0,UQ,0,상장폐지,자본잠식률 50% 이상으로 관리종목 지정 후 반기보고서 법정제출기한 익일부터 10일 이내 반기 검토(감사)보고서 미제출,2011-08-29 18:44,1.0
(주)케이엔티,36590.0,2004/12,4.0,QU,0,상장폐지,자본전액잠식(상장폐지사유발생일 : 2005년 03월 31일),2005-04-04 18:52,1.0
(주)케이티씨텔레콤,55810.0,2004/12,4.0,QU,0,상장폐지,최종부도(상장폐지사유 발생일 : 2005년 07월 29일),2005-08-01 16:17,1.0
(주)케이티프리텔,32390.0,2003/12,4.0,UQ,0,상장폐지,증권거래소 상장,2004-04-27 18:47,1.0
(주)코닉스,17210.0,2001/12,4.0,UQ,0,상장폐지,최종부도 및 은행거래정지,2002-10-23 19:07,1.0
(주)코닉스,17210.0,2001/12,4.0,UQ,0,상장폐지승인,최종부도 및 은행거래정지,2002-10-16 19:20,1.0
(주)코레스,8340.0,2009/12,4.0,DU,0,상장폐지,자본전액잠식,2010-03-31 21:06,0.0
(주)코리아링크,37410.0,2002/12,4.0,UQ,0,상장폐지,감사의견거절 및 최종부도,2003-04-02 19:15,1.0
(주)코스모스피엘씨,53170.0,2008/12,4.0,DU,0,상장폐지((주)코스모스피엘씨 주권 상장폐지),자본전액잠식,2009-04-01 11:48,0.0
(주)코썬바이오,204990.0,2019/12,6.0,UQ,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,[정정]상장폐지,2020-07-29,2020-07-29 18:20,1.0
(주)코썬바이오,204990.0,2019/12,6.0,UQ,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,[정정]상장폐지,2020-07-09,2020-07-09 16:38,1.0
(주)코썬바이오,204990.0,2019/12,6.0,UQ,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2020-07-08 18:34,1.0
(주)코아에스앤아이,52350.0,2011/12,4.0,DU,0,상장폐지,감사의견거절(감사범위 제한),2012-04-03 18:32,0.0
(주)코아정보시스템,39990.0,2008/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",2009-05-28 15:33,1.0
(주)코어비트,56850.0,2009/12,4.0,DU,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",2010-02-23 19:50,0.0
(주)쿠첸,225650.0,2018/12,4.0,UQ,0,상장폐지,타법인의 완전자회사로 편입,2019-09-09 17:17,1.0
(주)쿨투,56020.0,2008/12,4.0,DU,0,상장폐지,감사의견거절(감사범위제한),2009-04-16 18:00,0.0
(주)큐리어스,45050.0,2011/12,4.0,QU,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",2012-11-14 19:17,1.0
(주)큐앤에스,52880.0,2010/12,4.0,UQ,0,상장폐지,상장폐지사유 발생,2011-09-08 20:44,1.0
(주)클라스타,37550.0,2010/12,4.0,QU,0,상장폐지,"자본잠식률 50% 이상으로 관리종목 지정 후, 최근 반기의 재무제표에 대한 감사인의 감사의견 거절",2011-10-13 17:57,1.0
(주)클루넷,67130.0,2011/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2012-05-24 18:24,1.0
(주)클리핑,25460.0,2008/12,4.0,DS,0,상장폐지,감사범위 제한에 따른 감사의견 거절,2009-04-16 17:56,0.0
(주)타임아이엔씨,46930.0,2002/08,4.0,UQ,0,상장폐지,피흡수합병 (합병기일: '03.7.1),2003-07-03 18:47,1.0
(주)태광이엔시,48140.0,2009/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2010-11-12 18:10,1.0
(주)태영텔스타,60840.0,2002/12,4.0,DS,0,상장폐지,감사의견거절,2003-03-19 17:07,0.0
(주)태창파로스,39850.0,2014/12,4.0,UQ,0,상장폐지,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2015-05-06 22:44,1.0
(주)택산아이엔씨,36900.0,2003/12,4.0,UQ,0,상장폐지,회사정리절차 개시신청,2004-09-09 10:55,1.0
(주)택산아이엔씨,36900.0,2004/12,4.0,DU,0,상장폐지,감사의견거절,2005-04-12 07:33,0.0
(주)테라,32780.0,2002/12,4.0,NS,0,상장폐지,사업보고서 미제출,2003-04-11 17:49,1.0
(주)테크메이트,43690.0,2003/12,4.0,UQ,0,상장폐지,최종부도(취소사유발생일: 2004년 10월 1일),2004-10-05 18:53,1.0
(주)트래픽아이티에스,38050.0,2003/12,4.0,DU,0,상장폐지,감사의견거절(취소사유발생일 : 2004년 3월 30일),2004-03-31 19:33,0.0
(주)트레이스,52290.0,2014/12,4.0,UQ,0,신주인수권증권 상장폐지(신주인수권 행사기간 만료),신주인수권 행사기간 만료,2015-07-29 17:16,1.0
(주)트레이스,52290.0,2015/12,4.0,UQ,0,신주인수권증권 상장폐지(신주인수권 행사기간 만료),코스닥시장상장규정 제44조의2 ,2016-06-30 16:51,1.0
(주)트레이스,52290.0,2017/12,4.0,DS,0,상장폐지,감사의견거절(감사범위 제한),2018-09-27 08:38,0.0
(주)트리니티,53070.0,2008/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",2009-05-21 16:58,1.0
(주)티브로드도봉강북방송,35210.0,2011/12,4.0,UQ,0,상장폐지,상장폐지신청('12.09.26),2012-10-19 18:22,1.0
(주)티브로드한빛방송,43890.0,2011/12,4.0,UQ,0,상장폐지,상장폐지 신청('12.09.26),2012-10-19 18:22,1.0
(주)티에스엠텍,66350.0,2014/12,4.0,UQ,[정정]회생절차개시신청,상장폐지,발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지,2015-05-07 18:17,0.0
(주)티에스엠텍,66350.0,2014/12,4.0,UQ,회생절차개시신청[정],상장폐지,발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지,2015-05-07 18:17,0.0
(주)티에스엠텍,66350.0,2014/12,4.0,UQ,부도발생,상장폐지,발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지,2015-05-07 18:17,0.0
(주)티엠,76090.0,2009/12,4.0,DU,파산신청,상장폐지,감사의견거절(감사범위제한),2010-04-12 15:13,0.0
(주)파루,43200.0,2019/12,6.0,UQ,0,신주인수권증권 상장폐지(신주인수권 행사기간 만료),코스닥시장상장규정 제44조의2,2020-09-18 16:23,1.0
(주)파워넷,37030.0,2003/12,5.0,UQ,회사재산보전처분결정,상장폐지,회사정리절차 개시신청,2004-12-21 18:04,1.0
(주)파워넷,37030.0,2003/12,5.0,UQ,회사정리절차개시신청,상장폐지,회사정리절차 개시신청,2004-12-21 18:04,1.0
(주)파워넷,37030.0,2004/12,5.0,UQ,회사정리절차개시결정,상장폐지,최근사업연도말 현재 자본잠식률 100분의50이상의 사유로 ,2005-08-18 09:53,1.0
(주)파티게임즈,194510.0,2017/12,4.0,DS,0,[정정]상장폐지(주권상장폐지결정등 금지가처분 인용에 따른 일정 정정),2018-09-21,2018-10-05 20:19,0.0
(주)파티게임즈,194510.0,2017/12,4.0,DS,0,상장폐지(감사의견거절(감사범위제한)),감사의견거절(감사범위 제한),2018-09-21 21:24,0.0
(주)파티게임즈,194510.0,2019/12,4.0,DS,0,[정정]상장폐지(상장폐지무효확인 청구의 소(원고 상고 기각)),2018-10-05,2020-09-03 18:54,0.0
(주)평산,89480.0,2011/12,4.0,DU,0,상장폐지,감사의견거절(감사범위제한),2012-03-30 18:39,0.0
(주)포네이처,45290.0,2009/12,4.0,DU,0,상장폐지,사업보고서 법정제출기한 익일부터 10일이내 미제출,2010-04-12 18:11,0.0
(주)포네이처,45290.0,2009/12,4.0,DU,0,[정정]상장폐지,2010-03-31,2010-04-01 07:26,0.0
(주)포네이처,45290.0,2009/12,4.0,DU,0,상장폐지,자본전액잠식,2010-03-31 21:08,0.0
(주)포넷,48270.0,2008/12,4.0,DU,0,[정정]상장폐지((주)포넷 주권 상장폐지),2009년 04월 01일,2009-04-30 20:28,0.0
(주)포넷,48270.0,2008/12,4.0,DU,0,상장폐지((주)포넷 주권 상장폐지),자본전액잠식,2009-04-01 18:25,0.0
(주)포스코케미칼,3670.0,2018/12,4.0,UQ,0,상장폐지(유가증권시장 상장),유가증권시장 상장,2019-05-27 15:47,1.0
(주)포이보스,38810.0,2008/12,4.0,DU,회생절차개시결정,상장폐지((주)포이보스 주권 상장폐지),자본전액잠식,2009-04-01 11:48,0.0
(주)포이보스,38810.0,2008/12,4.0,DU,회생절차개시신청,상장폐지((주)포이보스 주권 상장폐지),자본전액잠식,2009-04-01 11:48,0.0
(주)폴리플러스,65610.0,2011/12,4.0,DU,0,상장폐지,감사의견거절(감사범위제한),2012-04-18 18:54,0.0
(주)폴켐,33190.0,2009/12,4.0,DS,0,상장폐지,사업보고서 법정제출기한 익일부터 10일이내 미제출,2010-04-12 19:53,0.0
(주)풍연,17090.0,2000/12,4.0,DS,0,상장폐지승인,자본전액잠식(2년),2001-04-11 19:30,0.0
(주)퓨쳐인포넷,58690.0,2009/12,4.0,UQ,0,상장폐지,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정,2010-08-12 18:05,1.0
(주)프로비타,14420.0,2008/12,4.0,UQ,0,상장폐지,주된 영업의 정지에 의한 상장폐지기준 해당,2009-10-21 18:12,1.0
(주)플러스프로핏,36660.0,2008/06,4.0,UQ,0,상장폐지,감사범위 제한에 따른 감사의견 거절,2009-11-09 18:04,1.0
(주)플렉스컴,65270.0,2015/12,4.0,DU,[정정]내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,자본전액잠식,2016-03-30 22:40,0.0
(주)플렉스컴,65270.0,2015/12,4.0,DU,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생[정],상장폐지,자본전액잠식,2016-03-30 22:40,0.0
(주)피더블유제네틱스,65910.0,2008/12,4.0,DU,0,상장폐지((주)피더블유제네틱스 상장폐지),감사의견거절(감사범위제한) ,2009-04-08 10:08,0.0
(주)피앤텔,54340.0,2019/12,4.0,DU,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2020-05-08 18:31,0.0
(주)피엘에이,82390.0,2015/12,4.0,UQ,[정정]내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2016-07-12 19:17,0.0
(주)피엘에이,82390.0,2015/12,4.0,UQ,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생[정],상장폐지,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2016-07-12 19:17,0.0
(주)피케이엘,39870.0,2004/10,4.0,UQ,0,상장폐지,상장폐지신청(2005.10.14),2005-10-28 14:59,1.0
(주)피코소프트,39580.0,2003/12,4.0,DU,0,상장폐지,감사의견거절(취소사유발생일:2004년 3월 22일),2004-03-23 19:05,0.0
(주)하나투어,39130.0,2010/12,4.0,UQ,0,상장폐지(유가증권시장 상장),유가증권시장 상장,2011-10-28 16:35,1.0
(주)하림홀딩스,24660.0,2017/12,4.0,UQ,0,상장폐지(피흡수합병),피흡수합병,2018-07-11 18:05,1.0
(주)하우리,49130.0,2004/12,4.0,DS,0,상장폐지,감사의견거절(상장폐지사유 발생일 : 2005년 03월 21일),2005-03-22 18:57,0.0
(주)하이드로젠파워,70080.0,2009/12,4.0,QU,부도발생,상장폐지,최종부도,2010-10-26 19:02,0.0
(주)하이드로젠파워,70080.0,2009/12,4.0,QU,회생절차개시신청,상장폐지,최종부도,2010-10-26 19:02,0.0
(주)하이럭스,79340.0,2008/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",2009-06-11 18:14,1.0
(주)하이소닉,106080.0,2018/12,6.0,DU,0,신주인수권증권 상장폐지,코스닥시장 상장규정 제44조의2 및 제47조,2019-01-28 18:31,1.0
(주)하이스마텍,57100.0,2009/12,4.0,DS,0,상장폐지,감사의견거절(감사범위제한),2010-04-26 18:54,0.0
