회사명,거래소코드,회계년도,총자본증가율,유형자산증가율,유동자산증가율,영업이익증가율,경상이익증가율 (2007년 이전 발생),순이익증가율,재고자산증가율,자기자본증가율,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율
(주)이건홀딩스,039020,2002/09,7.61,-1.24,16.82,2.77,0,0,26.97,-2.72,42.59,27.56,7.63,-7.7,32.48,7.49
(주)이건홀딩스,039020,2003/09,3.46,3.63,-14.84,142.21,234.06,222.6,-9.29,7.34,7.13,41.05,-8.4,41.94,16.95,16.77
(주)이건홀딩스,039020,2004/09,40.21,111.71,16.9,-52.08,-26.8,-22.85,12.08,16.06,-13.92,-7.72,2.01,69.62,-15.61,1.12
(주)이건홀딩스,039020,2005/09,13.9,14.61,12.03,69.67,0.93,-3.57,2.23,33.55,14.81,-30.2,0.28,15.52,14.48,-69.07
(주)이건홀딩스,039020,2006/09,21.06,-13.82,50.51,-41.34,23.79,51.52,50.82,32.95,26.05,3.71,8.12,-3.77,16.58,10.65
(주)이건홀딩스,039020,2007/12,0,0,0,0,,0,0,0,0,0,0,0,0,0
(주)이건홀딩스,039020,2008/12,48.08,247.26,6.83,14.54,0,-77.34,-8.89,54.75,-2.07,-2.14,3.16,94.09,-5.07,10.41
(주)이건홀딩스,039020,2009/12,1.17,-31.02,0.51,0.74,0,2936.61,-31.84,38.67,-6.53,72.1,-3.54,1.58,-3.11,-1.84
(주)이건홀딩스,039020,2010/12,1.77,24.69,-24.6,-85.86,0,0,-47.24,-5.9,-32.88,-58.18,-5.13,17.8,-29.24,10.8
(주)이건홀딩스,039020,2011/12,16.69,-39.88,36.97,74.33,0,0,11.28,8.4,11.65,10.64,-5.67,8.8,18.36,-9.8
(주)이건홀딩스,039020,2012/12,0.1,-0.05,-2.02,20.62,0,0,11.25,-1.18,9.94,29.3,-7.65,1.13,19.05,-9.41
(주)이건홀딩스,039020,2013/12,-2.97,-1.63,-8.69,44.38,0,0,-15.64,-2.36,-4.88,-8.02,-0.3,-0.25,-4.59,24.42
(주)이건홀딩스,039020,2014/12,0.04,13.4,-12.86,0,0,0,2.84,-3.13,11.22,-78.87,5.04,5.64,5.88,-0.11
(주)이건홀딩스,039020,2015/12,-18.51,-1.21,-22.83,0,0,0,-7.62,-8.73,-17.13,18.53,-1.98,-16.96,-15.46,28.12
(주)이건홀딩스,039020,2016/12,10.46,1.77,16.56,0,0,0,14.64,15.65,1.39,529.06,0.29,8.43,1.1,16.67
(주)이건홀딩스,039020,2017/12,-47.56,-99.92,-95.01,36.26,0,-53.47,0,2.1,-71.06,278.89,-87.93,-30.58,139.81,312.27
(주)이건홀딩스,039020,2018/12,40.2,64.06,-17.99,442.1,,647.79,0,42.87,-31.61,96.24,30.95,41.7,-47.77,-41.2
(주)이건홀딩스,039020,2019/12,8.75,1497.15,15.59,-75.89,,-61.12,0,11.12,-58.94,-50,-12.73,8.65,-52.95,34.05
(주)이건홀딩스,039020,2020/12,-1.55,-6.7,-19.69,-94.22,,0,0,-2.15,-35.11,-51.28,-12.5,-1.26,-25.84,3.71
(주)이글루시큐리티,067920,2001/12,,,,,,,,,,,,,,
(주)이글루시큐리티,067920,2002/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)이글루시큐리티,067920,2003/12,-5.44,-21.46,2.47,0,0,0,-34.33,-8.57,-6.59,0,0,-17.31,0,0
(주)이글루시큐리티,067920,2004/12,-12.89,-31.88,-11.13,0,0,0,91.2,3.82,8.38,0,0,-16.18,0,0
(주)이글루시큐리티,067920,2005/12,19.16,19.33,17.91,-65.82,0,-26.22,-90.32,2.71,12.19,0,0,21.63,0,0
(주)이글루시큐리티,067920,2006/12,18.75,-18.45,36.65,245.43,0,418.5,784.29,13.7,44.79,0,0,-15.51,0,0
(주)이글루시큐리티,067920,2007/12,20.63,-14.34,35.65,224.26,,146.78,-96.91,29.73,29.9,0,0,-25.87,0,0
(주)이글루시큐리티,067920,2008/12,25.93,-11.27,31.41,-6.04,0,13.44,0,26,26.3,0,0,-5.16,0,0
(주)이글루시큐리티,067920,2009/12,18.56,103.48,17.79,80.61,0,67.8,0,34.62,26.09,0,0,24.58,0,0
(주)이글루시큐리티,067920,2010/12,120.19,597.15,108.98,27.55,0,23.9,0,162.54,35.44,0,0,203.37,0,0
(주)이글루시큐리티,067920,2011/12,-2.86,91.91,-17.09,-63.24,,-43.54,0,-1.19,16.89,-17.85,34.18,69.87,-12.88,16.19
(주)이글루시큐리티,067920,2012/12,40.87,2.6,48.92,66.63,0,36.25,56.37,9.19,29.56,1.95,38.99,20.78,-6.79,-1.09
(주)이글루시큐리티,067920,2013/12,2.82,-0.29,2.02,0,0,-94.67,-28.35,-0.84,14.91,-29.87,28.05,5.28,-10.27,-6.13
(주)이글루시큐리티,067920,2014/12,-25.77,-5.16,-32.62,0,0,0,0,-10.29,4.57,-3.26,7.07,-5.34,-2.34,26.41
(주)이글루시큐리티,067920,2015/12,-7.56,0.32,-8.2,0,0,0,0,-10.79,-2.75,41.79,2.31,-6.21,-4.95,7.12
(주)이글루시큐리티,067920,2016/12,-1.37,-89.2,-4.6,0,0,0,0,8.05,5.8,16.22,5.16,5.34,0.61,-2.9
(주)이글루시큐리티,067920,2017/12,13.02,90.01,12.51,5.51,0,13.6,2179.54,13.59,3.41,1.22,9.2,13.98,-5.31,2.41
(주)이글루시큐리티,067920,2018/12,13.06,-13.78,40.68,-8.54,,104.42,-48.91,16.16,7.03,15.5,5.34,-38.23,1.61,4.78
(주)이글루시큐리티,067920,2019/12,5.86,0.8,5.45,-38.22,,-73.77,-82.42,0.22,16.91,-15.6,9.6,7.61,6.67,-2.55
(주)이글루시큐리티,067920,2020/12,2.72,113.2,1.82,175.9,,127.32,0,3.7,8.39,8.21,6.81,6.45,1.48,2.68
(주)이글벳,044960,2000/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)이글벳,044960,2001/12,3,-2.24,13.42,29.18,,54.6,14.21,14.46,6.1,19.86,-10.77,-17.63,18.9,13.79
(주)이글벳,044960,2002/12,64.63,63.07,66.64,-9.25,-13.97,-13.87,19.79,89.02,1.17,-12.18,12.07,59.18,-9.72,-4.86
(주)이글벳,044960,2003/12,-1.4,33.51,-13.31,-65.55,-26.19,-33.08,9.11,4.71,-4.4,0.54,0,32.58,-4.4,16.71
(주)이글벳,044960,2004/12,0.58,16.37,-7.68,45.69,-37.02,-35.72,-26.1,0.01,3.43,-24.8,-1.54,15.97,5.05,-33.61
(주)이글벳,044960,2005/12,10.64,-7.2,21.61,-96.75,66.89,49.08,-28.91,1.51,0.58,31.96,-4.69,-5.64,5.52,29.93
(주)이글벳,044960,2006/12,2.15,2.66,2.06,3096.02,9.96,19.94,12.53,2.38,1.74,12.64,-9.84,2.31,12.84,15.49
(주)이글벳,044960,2007/12,5.23,10.81,1.56,-28.39,,1.48,16.87,2.4,-4.2,-5.47,5.45,12.25,-9.15,-7.6
(주)이글벳,044960,2008/12,-8.03,16.71,-22.2,28.54,0,-71.31,39.19,-1.36,18.94,-19.53,-1.72,16.46,21.02,3.32
(주)이글벳,044960,2009/12,8.63,13.56,8.55,21.76,0,148.85,3.61,2.32,13.89,26.41,-3.51,8.72,18.03,6.24
(주)이글벳,044960,2010/12,-0.33,1.91,-2.02,-0.92,0,39.47,7.58,2.3,19.21,1.08,7.27,1.61,11.13,2.8
(주)이글벳,044960,2011/12,7.25,5.92,7.77,31.56,0,4.21,-10.95,3.21,-1.88,3.31,-1.69,6.67,-0.19,-0.35
(주)이글벳,044960,2012/12,5.69,4.79,6.13,7.38,0,-14.47,15.18,1.65,-5.52,-14.97,8.62,5.2,-13.02,-9.98
(주)이글벳,044960,2013/12,27.58,40.71,18.79,-3.34,0,3,12.14,7.63,9.86,1.2,14.29,37.53,-3.87,-0.82
(주)이글벳,044960,2014/12,52.68,100.51,4.64,58.14,0,44.94,20.24,67.1,22.84,24.12,5.56,99.66,16.37,17.57
(주)이글벳,044960,2015/12,5.62,2,3.46,28.13,0,0.53,37.44,6.24,23.9,10.21,10.53,6.73,12.1,0.78
(주)이글벳,044960,2016/12,4.95,-3.24,19.21,-45.13,0,116.09,17.04,2.35,14.9,-16.13,59.52,-2.14,-27.97,-36.98
(주)이글벳,044960,2017/12,7.77,0.13,20.16,142.82,0,-30.38,35.53,0.81,18.41,-3.94,0,0.27,18.41,8.29
(주)이글벳,044960,2018/12,-7.35,-10.24,-6.56,-58.83,,-33.01,-2.24,8.25,-11.4,0.36,-6.72,-7.92,-5.02,12.33
(주)이글벳,044960,2019/12,-0.36,-5.25,9.66,69.81,,18.27,-9.57,2.86,13.75,16.18,-9.6,-7.74,25.83,19.95
(주)이글벳,044960,2020/12,5.36,-14.15,8.21,84.15,,99.53,-24.85,6.2,17.24,2.74,17.7,2.87,-0.39,-11.01
(주)이노메트리,302430,2017/12,,,,,,,,,,,,,,
(주)이노메트리,302430,2018/12,0,0,0,0,,0,0,0,0,0,0,0,0,0
(주)이노메트리,302430,2019/12,2.96,31.72,-3.45,-14.75,,-4.32,242.33,9.31,4.3,-41.53,77.42,45.44,-41.21,-10.64
(주)이노메트리,302430,2020/12,-10.62,82.29,-25.68,0,,0,-70.04,-10.64,-35.74,-130.88,23.64,55.6,-48.02,-22.61
(주)이노블루,066200,2000/12,,,,,,,,,,,,,,
(주)이노블루,066200,2001/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)이노블루,066200,2002/12,43.82,62.52,44.54,184.16,259.27,286.45,-40.79,60.63,98.43,0,0,37.47,0,0
(주)이노블루,066200,2003/12,57.23,28.42,60.1,-98.85,-37.58,-41.61,287.08,36.95,-49.67,0,0,30.55,0,0
(주)이노블루,066200,2004/12,17,5.37,-13.83,-7091.73,,-946.31,470.41,7.98,104.4,-250.95,75.86,368.81,16.23,-74.33
(주)이노블루,066200,2005/12,0,0,0,0,0,0,0,0,0,0,-66.67,0,0,0
(주)이노블루,066200,2006/12,-84.07,-45.37,-92.81,0,0,0,-85.98,0,-72.13,0,-19.61,-36.57,-65.33,62.91
(주)이노블루,066200,2007/12,808.49,-85.95,1887.09,0,,0,0,0,-99.62,0,-68.29,143.66,-98.79,24.1
(주)이노블루,066200,2008/12,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0
(주)이노와이어리스,073490,2004/12,,,,,,,,,,,,,,
(주)이노와이어리스,073490,2005/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)이노와이어리스,073490,2006/12,5.81,2.51,3.46,-49.6,,-51.91,284.62,7.24,0.3,-41.51,16.42,8.4,-13.84,4.53
(주)이노와이어리스,073490,2007/12,46.34,5.23,78.18,229.47,,222.39,58.43,26.4,117.53,136.87,21.15,12.87,79.55,23.85
(주)이노와이어리스,073490,2008/12,-12.53,16.94,-40.8,-73.76,0,-80.84,-8.97,3.73,-35.73,-58.56,3.7,34.38,-38.02,33.43
(주)이노와이어리스,073490,2009/12,29.76,9.48,50.46,0,0,0,77.24,-1.12,-19.85,-53.42,5.1,14.62,-23.74,-30.52
(주)이노와이어리스,073490,2010/12,13.99,5.57,22.16,0,0,0,20.06,21.55,64.05,343.64,-3.4,6.15,69.82,4.44
(주)이노와이어리스,073490,2011/12,6.39,-49.16,5.32,115.2,0,29.96,-6.27,17.44,62.62,38.22,5.03,7.57,54.84,10.47
(주)이노와이어리스,073490,2012/12,9.73,-0.22,13.47,-3.56,0,-15.28,10.43,14.16,8.03,-25.6,13.4,5.67,-4.73,3.56
(주)이노와이어리스,073490,2013/12,-1.07,-1.32,-10.35,0,0,-87.38,-65.67,0.52,-14.49,-68.28,10.97,9.72,-22.95,18.89
(주)이노와이어리스,073490,2014/12,8.07,318.79,-19.99,0,0,24.86,-9.02,2.15,-21.31,73,6.46,34.68,-26.09,-4.87
(주)이노와이어리스,073490,2015/12,-8.6,-12.41,-20.56,0,0,0,-7.15,-3.3,-0.57,-47.78,1.79,-1.86,-2.32,-1.57
(주)이노와이어리스,073490,2016/12,-6.38,-0.97,-10.17,0,0,0,-12.44,-10.51,-2.67,-42.59,6.67,-4.65,-8.76,-12.85
(주)이노와이어리스,073490,2017/12,5.6,-33.77,2.27,0,0,0,-9.66,5.95,10.1,291.98,-25.33,7.04,47.45,22.84
(주)이노와이어리스,073490,2018/12,6.16,13.21,29.47,-21.15,,0,26.28,-6.97,0.26,-94.98,12.33,-3.42,-10.75,-12.27
(주)이노와이어리스,073490,2019/12,15.27,2.31,44.93,269.66,,0,-8.91,10.69,52.29,2787.56,13.33,-1.06,34.37,47.34
(주)이노와이어리스,073490,2020/12,3.68,0.18,-7.02,-22.07,,-3.92,-0.84,24.15,-2.75,-7.68,2.08,12.3,-4.73,5.86
(주)이노인스트루먼트,215790,2015/12,,,,,,,,,,,,,,
(주)이노인스트루먼트,215790,2016/12,,,,,,,,,,,,,,
(주)이노인스트루먼트,215790,2017/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)이노인스트루먼트,215790,2018/12,36.69,-3.31,50.51,0,,0,56.82,-2.59,-12.89,-92.67,46.15,33.01,-40.4,-11
(주)이노인스트루먼트,215790,2019/12,-23.52,-9.55,-33.97,0,,0,-41.15,-37.92,-11.77,-3441.05,-29.47,-20.38,25.1,7.46
(주)이노인스트루먼트,215790,2020/12,3.08,-89.25,-17.74,0,,0,-83.84,105.14,-66.97,0,-58.21,8.27,-20.97,17.64
(주)이노테라피,246960,2015/12,,,,,,,,,,,,,,
(주)이노테라피,246960,2016/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)이노테라피,246960,2017/12,-40.5,-7.57,-71.43,0,0,0,114.89,-49.28,78.91,0,0,-17.88,0,0
(주)이노테라피,246960,2018/12,165.54,-7.85,842.71,0,,0,10.52,207.38,175.83,0,0,-6.79,0,0
(주)이노테라피,246960,2019/12,52.82,0.46,32.7,0,,0,-3.82,58.46,33.64,0,41.18,104.59,-5.34,8.44
(주)이노테라피,246960,2020/12,0.63,51.89,-51.23,0,,0,-7.95,-14.19,-14.31,0,12.5,87.2,-23.83,-3.32
(주)이녹스,088390,2003/12,,,,,,,,,,,,,,
(주)이녹스,088390,2004/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)이녹스,088390,2005/12,49.33,50.83,45.2,19.86,20.13,14.92,23.62,28.47,42.93,0,0,55.07,0,0
(주)이녹스,088390,2006/12,29.75,17.24,19.88,-68.76,-85.04,-69.36,13.07,45.63,5.78,0,0,42.58,0,0
(주)이녹스,088390,2007/12,6.13,-1.43,3.97,-15.07,,-73.39,12.18,-3.39,16.95,-4.91,7.69,8.48,8.6,-15.53
(주)이녹스,088390,2008/12,12.08,7.13,17.93,80.82,0,0,5.91,-5.93,25.19,-45.53,14.29,5.96,9.54,-8.39
(주)이녹스,088390,2009/12,38.72,-0.88,77.73,300.4,0,0,70.98,25.09,119.07,313.68,8.59,-6.73,101.73,30.87
(주)이녹스,088390,2010/12,69.12,227.92,34.85,95.98,0,121.54,94.46,91.32,42.41,23.25,41.73,145.23,0.48,7.87
(주)이녹스,088390,2011/12,26.25,48.67,13.47,7.97,0,2.17,-4.38,17.96,11.55,-10.21,32.99,41.86,-16.13,-6.61
(주)이녹스,088390,2012/12,15.01,26.18,9.88,38.14,0,35.79,11.17,21.6,23.29,2.01,22.9,20.02,0.32,-20.66
(주)이녹스,088390,2013/12,27.3,24.46,31.59,73.09,0,122.3,-7.77,65.31,30.78,42.56,18.94,23.47,9.95,-3.61
(주)이녹스,088390,2014/12,-2.5,11.2,-22.16,-40.76,0,-45.11,-35.06,7.72,-22.08,-22.53,-6.79,16.23,-16.41,33.83
(주)이녹스,088390,2015/12,28.6,-5.21,9.62,-26.04,0,-18.9,25.37,2.64,3.67,3.49,-1.12,40.72,4.85,5.28
(주)이녹스,088390,2016/12,6.18,-6.03,30.66,18.75,0,-58.77,11.88,1.96,19.22,-29.54,12.75,-5.99,5.74,-1.78
(주)이녹스,088390,2017/12,-14.55,-100,-70.13,-98.96,0,3352.22,0,16.12,-98.47,3548.36,-98.24,23.85,-13.1,3276.41
(주)이녹스,088390,2018/12,-19.29,1441.21,-45.67,3627,,0,0,-17.88,224.74,-203.92,28.57,-14.9,152.57,-71.58
(주)이녹스,088390,2019/12,1.49,13.14,-33.77,21.64,,0,0,-7.79,21.85,0,11.11,5.24,9.66,3.35
(주)이녹스,088390,2020/12,10.99,86.76,-37.11,-26.35,,0,0,14.99,-19.78,0,0,14.21,-19.78,2.56
(주)이녹스첨단소재,272290,2017/12,,,,,,,,,,,,,,
(주)이녹스첨단소재,272290,2018/12,0,0,0,0,,0,0,0,0,0,0,0,0,0
(주)이녹스첨단소재,272290,2019/12,8.16,2.75,9.5,34.98,,31.26,-7.58,27.01,19.25,19.62,8.65,6.7,9.76,12.09
(주)이녹스첨단소재,272290,2020/12,-4.82,0.56,-12.45,-6.99,,-27.58,5.65,13.91,-6.04,-19.5,-1.5,3.72,-4.61,-1.64
(주)이더블유케이,258610,2012/12,,,,,,,,,,,,,,
(주)이더블유케이,258610,2013/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)이더블유케이,258610,2014/12,-5.62,-30.55,9.78,-83.89,0,0,-80.96,-1.4,-35.31,0,0,-26.7,0,0
(주)이더블유케이,258610,2015/12,79.72,272.81,-3.21,2023.26,0,0,-42.89,25.56,84.09,0,0,249.7,0,0
(주)이더블유케이,258610,2016/12,33.13,17.41,62.38,82.64,0,163.21,3.56,70.37,66.55,0,0,16.54,0,0
(주)이더블유케이,258610,2017/12,4.07,3.12,5.01,-49.38,0,-77.92,-17.62,123.21,-15.94,0,0,3.32,0,0
(주)이더블유케이,258610,2018/12,27.37,-0.48,51.61,-2.91,,314.14,-22.1,6.26,-2.06,92.35,16,7.9,-15.57,4.52
(주)이더블유케이,258610,2019/12,-8.77,7.64,-17.48,-71.75,,0,108.59,36.13,-12.97,-74.82,0,1.05,-12.97,11.23
(주)이더블유케이,258610,2020/12,132.12,-5.17,-7.26,0,,0,-56.03,39.05,-45.88,-386.43,13.79,260.6,-52.44,8.14
(주)이라이콤,041520,2000/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)이라이콤,041520,2001/12,22.28,0.63,60.72,0,0,0,42.88,4.54,56.16,0,0,2.78,0,0
(주)이라이콤,041520,2002/12,9.15,9.48,15.4,666.31,540.61,389.09,0.61,17.22,55.25,0,0,4.2,0,0
(주)이라이콤,041520,2003/12,13.73,-1.69,9.64,-57.47,-68.42,-63.26,-15.33,28.43,-2.75,0,0,17.32,0,0
(주)이라이콤,041520,2004/12,41.53,84.43,-14.3,320.28,,501.21,-31.36,18.07,60.55,-26.53,58.79,87.37,1.11,-76.51
(주)이라이콤,041520,2005/12,22.79,-7.66,102.61,15.5,24.49,20.12,93.57,10.65,17.94,23.2,2,-7.18,15.63,17.81
(주)이라이콤,041520,2006/12,6.35,-11.15,11.74,-8.73,8.05,-0.92,28.62,18.33,16.6,23.5,-18.15,1.94,42.45,41.29
(주)이라이콤,041520,2007/12,45.26,-6.21,53.86,-46.2,,-7.95,151.05,9.27,19.48,85.7,-56.96,37.54,177.57,91.97
(주)이라이콤,041520,2008/12,-5.1,-3.16,-6.79,-60.67,0,-86.63,-28.16,5.47,28.34,-43.33,-5.56,-3.4,35.89,-0.21
(주)이라이콤,041520,2009/12,6.96,55.36,-22.41,-43.39,0,621.58,-42.46,36.02,14.41,163.36,-28.34,35.44,59.66,8.49
(주)이라이콤,041520,2010/12,51.96,-36.57,139.67,1191.83,0,73.88,104.67,13.11,16.55,10.98,13.43,3.22,2.74,-8
(주)이라이콤,041520,2011/12,31.8,5.11,53.48,136.29,0,133.13,52.17,45.58,60.38,101.95,6.58,3.82,50.48,17.25
(주)이라이콤,041520,2012/12,26.38,24.84,34.1,3.09,0,7.04,-28,58.55,9.13,-23.7,33.95,11.66,-18.53,1.05
(주)이라이콤,041520,2013/12,46.48,25.16,61.07,35.93,0,53.08,81.64,27.91,32.19,18.5,23.96,13.06,6.63,-8.98
(주)이라이콤,041520,2014/12,1.17,-1.54,-0.95,5.58,0,-4.73,-50.8,20.48,-9.18,-5.96,6.32,8.08,-14.58,14.54
(주)이라이콤,041520,2015/12,-11.51,27.3,-4.72,-23.51,0,-59.92,-55.47,4.07,-9.57,-54.73,11.54,-31.81,-18.92,-7.67
(주)이라이콤,041520,2016/12,8.45,-13.19,12.13,-83.64,0,-54.67,28.12,0.03,-49.9,-31.12,-9.4,-6.94,-44.7,-13.6
(주)이라이콤,041520,2017/12,-22.95,-11.36,-27.15,-60.39,0,0,-42.56,-8.73,-0.51,-114.7,-17.3,-1.84,20.3,5.63
(주)이라이콤,041520,2018/12,40.62,-5.32,50.12,100.47,,0,26.89,1.13,19.08,0,-9.21,5.13,31.16,-6.14
(주)이라이콤,041520,2019/12,-36.71,-1.96,-42.25,-96.88,,0,-56.76,-4.32,-15.53,-70,-41.94,-7.11,45.47,102.21
(주)이라이콤,041520,2020/12,-0.54,-5.39,-11.22,2701.27,,0,-17.3,-1.03,-24.01,178.7,-10.32,34.89,-15.27,0.62
(주)이랜시스,264850,2017/12,,,,,,,,,,,,,,
(주)이랜시스,264850,2018/12,,,,,,,,,,,,,,
(주)이랜시스,264850,2019/12,0,0,0,0,,0,0,0,0,0,0,0,0,0
(주)이랜시스,264850,2020/12,1.99,0.74,2.88,-18.61,,170.09,4.04,16.94,9.81,62.7,1.31,0.59,8.39,22.2
(주)이랜텍,054210,2001/12,,,,,,,,,,,,,,
(주)이랜텍,054210,2002/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)이랜텍,054210,2003/12,15.86,29.09,2.36,-14.12,,24.35,-22.42,18.18,-5,48.49,-23.01,36.48,23.39,40.8
(주)이랜텍,054210,2004/12,29.79,80.53,15.76,131.62,107.8,91.29,16.73,15.84,37.79,-7.78,4.95,45.87,31.3,-70.68
(주)이랜텍,054210,2005/12,24.47,0.07,49.53,36.17,48.37,16.01,-3.15,17.63,12.38,17.11,14.34,1.68,-1.72,1.58
(주)이랜텍,054210,2006/12,8.26,-25.78,9.8,0,-116.58,0,43.32,-2.51,-16.14,-58.55,-7.35,6.2,-9.49,9.18
(주)이랜텍,054210,2007/12,-0.6,6.37,-3.04,0,,0,4.58,-5.46,-5.25,-24.86,-15.09,2.78,11.59,8.63
(주)이랜텍,054210,2008/12,12.26,-1.17,10.22,0,0,0,9.85,12.66,25.12,184.1,-17.08,14.92,50.9,29.58
(주)이랜텍,054210,2009/12,-0.27,23.54,-5.28,129.73,0,279.09,-16.78,13.96,24.9,15.22,-9.34,6,37.76,-8.03
(주)이랜텍,054210,2010/12,17.1,1.03,21.78,-74.86,0,-29.05,3.89,6.57,-21.09,-11.76,10.91,11.87,-28.85,10.55
(주)이랜텍,054210,2011/12,21.44,-15.96,41.94,0,0,-80.34,-8.24,-1.51,64.28,-6.44,-4.64,-3.51,72.29,18.54
(주)이랜텍,054210,2012/12,0.49,42.04,-11.13,0,0,424.47,-13.06,6.23,19.37,41.93,-2.87,21.28,22.89,15.49
(주)이랜텍,054210,2013/12,19.24,6.11,28.79,96.74,0,127.5,-45.1,18.05,6.61,18.64,1.47,6.7,5.06,12.78
(주)이랜텍,054210,2014/12,-8.36,-4.34,-15.51,-90.33,0,-29.2,-27.23,5.82,-36.19,-25.14,-4.94,2.96,-32.87,16.04
(주)이랜텍,054210,2015/12,6.55,-2.88,6.58,296.93,0,43.25,-40.38,9.77,2.04,35.55,-2.45,6.52,4.6,5.12
(주)이랜텍,054210,2016/12,-2.12,-3.03,-12.7,-90.81,0,-46.67,39.82,22.33,-24.08,-22.73,-0.31,11.63,-23.84,12.52
(주)이랜텍,054210,2017/12,5.13,6.11,-6.19,0,0,0,74.93,-1.41,-25.3,-81.02,-9.12,16.65,-17.8,15.85
(주)이랜텍,054210,2018/12,1.2,-11.49,3.9,0,,0,10.28,1.64,-34.89,167.56,-12.11,-1.01,-25.92,-5.3
(주)이랜텍,054210,2019/12,-5.44,4.29,-1.6,0,,0,-37.03,-7.39,35.56,-219.03,10.63,-8.74,22.53,8.21
(주)이랜텍,054210,2020/12,-6.5,2.2,-16.09,180.12,,0,6.06,-4.27,3.39,0,4.98,2.39,-1.51,3.05
(주)이론테크놀로지,034980,2000/12,74.35,29.12,82.18,-26.03,-18.79,-15.51,-3.93,186.49,64.46,20.37,-2.41,51.76,68.52,204.78
(주)이론테크놀로지,034980,2001/12,157.4,349.53,83.12,0,,0,288.72,41.62,-18.11,-101.09,162.96,414.63,-68.86,-34.54
(주)이론테크놀로지,034980,2002/12,7.65,2.49,-17.07,0,0,0,29.54,-18.46,436.51,0,-6.1,38.12,471.39,66.23
(주)이롬텍,045400,2000/10,,,,,,,,,,,,,,
(주)이롬텍,045400,2001/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)이롬텍,045400,2002/10,4.43,7.99,-0.06,4.91,,-88.05,39.17,-5.65,29.8,54.99,-46.46,9.75,142.46,91.24
(주)이롬텍,045400,2003/10,15.16,1.68,12.02,16.52,11654.96,570.91,15.99,4.45,30.39,12.92,0,18.53,30.39,-21.48
(주)이롬텍,045400,2004/10,8.76,-0.04,22.78,-1.78,110.71,96.19,-11.68,7.75,26.27,-3.81,-1.89,-5.53,28.69,-51.92
(주)이롬텍,045400,2005/10,-11.89,-13.91,-14.48,0,-329.39,0,-27.49,-19.49,-44.47,-159.68,-17.31,-8.46,-32.84,3.84
(주)이롬텍,045400,2006/10,1.49,39.19,-14.75,0,0,0,-29.61,74.59,-51.81,0,-20.93,21.58,-39.05,56.78
(주)이롬텍,045400,2007/10,33.37,-17.53,93.81,0,,0,-89.31,-71.4,-36.25,0,2.94,-19.04,-38.07,65.62
(주)이롬텍,045400,2008/10,99.67,-28.76,-65.82,0,0,0,662.11,669.49,-73.66,0,-34.29,443.26,-59.92,13.38
(주)이롬텍,045400,2009/10,-63.87,130.48,-8.37,0,0,0,-59.35,0,301.23,0,0,-71.12,0,0
(주)이루넷,041030,2000/12,229.6,99.79,224.94,46.87,68.13,59.81,-22.79,293.11,32.3,2.45,35.23,249.04,-2.17,-4.53
(주)이루넷,041030,2001/12,29.14,968.09,-8.46,25.44,,19.64,264.22,6.26,31.73,5.9,20.17,175.08,9.62,5.09
(주)이루넷,041030,2002/12,-3.2,-5.8,-11.34,-30.91,-37.59,-41.53,23.1,-3.73,13.87,-1.81,-0.35,7.32,14.27,26.81
(주)이루넷,041030,2003/12,-11.87,-89.69,8.48,-64.45,-38.11,-34.18,-3,7.48,-1.56,44.52,-33.68,-33.58,48.45,79.06
(주)이루넷,041030,2004/12,5.97,-5.08,5.47,147.34,76.8,85.06,-2.72,7.21,-14.41,15.69,-18.52,6.84,5.04,-20.63
(주)이루넷,041030,2005/12,-2.43,767.41,-36.96,-11.16,-26.92,-27.08,-4.94,-1.56,-4.81,-17.35,9.09,57,-12.74,-2.94
(주)이루넷,041030,2006/12,-20.1,-2.68,-9.8,0,-196.42,0,-14.7,-17.24,-11.17,-62.15,22.62,-27.21,-27.55,-5.62
(주)이루넷,041030,2007/12,6.01,-5.33,-2.63,0,,0,69.86,3.71,-12.7,68.08,4.85,13.41,-16.74,-0.05
(주)이루넷,041030,2008/12,-4.8,-1.4,-17.58,0,0,0,-17.83,-4.42,-13.93,-64.7,-37.04,4.6,36.7,38.09
(주)이루넷,041030,2009/12,67.44,6.31,256.75,0,0,0,-17.53,51.65,-11.52,0,0,-42.22,0,0
(주)이루다,164060,2016/12,,,,,,,,,,,,,,
(주)이루다,164060,2017/12,0,0,0,0,,0,0,0,0,0,0,0,0,0
(주)이루다,164060,2018/12,25.97,5.53,40.67,143.23,,186.21,48.56,20.83,33.81,0,0,7.16,0,0
